,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
1932,The Green Room,Roxbury,42.32096,-71.07396,Private room,40,1,67,196,1
1933,Boston Cheap bedroom!!! For girl!!,Allston,42.35773,-71.12628,Private room,35,120,0,89,1
1934,"Modern South End 2BR w/ Doorman, W/D in Unit, by Blueground",South End,42.34478,-71.06604,Entire home/apt,200,32,0,322,0
1935,"Smart South End 2BR w/ Doorman, W/D in Unit, by Blueground",South End,42.34517,-71.06404,Entire home/apt,203,32,0,294,0
1936,"Ideal South End 2BR w/ Doorman, W/D in Unit, by Blueground",South End,42.34518,-71.06476,Entire home/apt,200,32,0,326,0
1937,Furnished One Bed with Harbor Views!,Downtown,42.35767,-71.05048,Entire home/apt,217,91,0,365,0
1938,"* NEW Listing * A True GEM in South End , Boston!!",South End,42.34488,-71.07195,Entire home/apt,213,2,54,296,0
1939,Triple Decker Private Apartment Close to Downtown,Roxbury,42.32483,-71.06836,Entire home/apt,132,29,0,176,0
1940,Triple Decker 4 Bed Apartment Close to Downtown,Roxbury,42.32381,-71.06902,Entire home/apt,134,29,2,25,0
1941,Loft-like basement space.  Comfortable and modern.,South Boston,42.32918,-71.05724,Entire home/apt,84,91,0,281,0
1942,Large bedroom in shared apartment with two males,South Boston,42.32896,-71.05687,Private room,50,120,0,287,1
1943,"Bright Fort Point Studio w/ W/D in Unit, by Blueground",South Boston Waterfront,42.34802,-71.05073,Entire home/apt,203,32,0,176,0
1944,Urban Views in the Heart of North End,North End,42.36509,-71.05574,Private room,54,91,0,250,1
1945,BRIGHT SPACIOUS BOSTON APARTMENT,Fenway,42.34469,-71.08851,Private room,50,55,0,0,1
1946,Spacious Living in the Heart of North End,North End,42.36569,-71.0569,Private room,61,91,1,335,1
1947,Spacious 1BR | Laundry | Gym | Close to Hospitals,Chinatown,42.35138,-71.06138,Entire home/apt,210,91,15,362,0
1948,Modern 1BR | Kitchen | Work From Home | Free WiFi,Chinatown,42.35136,-71.06169,Entire home/apt,210,91,9,362,0
1949,Private & Clean 2BR | Balcony | Downtown Boston,Chinatown,42.35119,-71.05984,Entire home/apt,411,91,1,357,0
1950,Modern 2BR Apt | Full Kitchen | Gym | Boston | GLS,Chinatown,42.35171,-71.05969,Entire home/apt,349,91,7,358,0
1951,Bright Studio | Full Kitchen | Desk| Downtown |GLS,Downtown,42.35315,-71.06018,Entire home/apt,174,91,3,359,0
1952,Modern Downtown Boston Studio | Work Desk | GLS,Downtown,42.35344,-71.05986,Entire home/apt,189,91,2,359,0
1953,Private & Clean Studio Apt | Gym | Steps from BCH,Downtown,42.35333,-71.0616,Entire home/apt,174,91,3,359,0
1954,Cozy Studio | Full Kitchen | Laundry | Downtown,Downtown,42.35292,-71.06173,Entire home/apt,174,91,3,359,0
1955,Spacious Living in the Heart of Upham's Corner,Dorchester,42.31436,-71.05954,Private room,61,91,0,363,1
1956,Furnished Luxury Entire 1B1B at Boston Landing,Brighton,42.35735,-71.1425,Entire home/apt,140,29,0,0,0
1957,Spacious House on a Quiet Street,Jamaica Plain,42.30447,-71.11556,Entire home/apt,249,60,0,0,0
1958,Fort Point Corner of Windows brick & beam loft,South Boston Waterfront,42.34843,-71.04859,Entire home/apt,110,56,0,141,0
1959,Luxury On Commonwealth Avenue Back Bay Proper,Back Bay,42.34923,-71.08622,Entire home/apt,200,29,0,169,0
1960,BACK BAY STUDIO -3 month minimum requirement,Back Bay,42.35214,-71.07704,Entire home/apt,116,29,1,365,0
1961,Beautiful 2-bedroom apartment/1st floor,Dorchester,42.31272,-71.05524,Entire home/apt,161,1,14,251,0
1962,Beautiful 2 bedroom apartment/2nd floor,Dorchester,42.31313,-71.05719,Entire home/apt,108,1,24,258,0
1963,Beautiful 2-bedroom apartment/3rd floor,Dorchester,42.31404,-71.05712,Entire home/apt,95,1,12,278,0
1964,SUPERIOR ROOM,Back Bay,42.35064,-71.0705,Hotel room,161,1,207,352,3
1965,4BR - Visit Boston Like a Local!,Charlestown,42.38102,-71.06814,Entire home/apt,235,27,1,6,0
1966,The Cellar at Adams Village,Dorchester,42.28544,-71.05732,Private room,69,3,10,0,1
1967,Massive Penthouse W Stunning view next to MGH,West End,42.36513,-71.06584,Entire home/apt,418,29,2,0,0
1968,"""Best of Boston 7/21"" Houseboat in Boston Harbor!",Charlestown,42.37596,-71.05009,Entire home/apt,240,1,36,350,0
1969,Clean apartment home | 2BR in Boston,Jamaica Plain,42.32935,-71.11149,Entire home/apt,310,91,0,364,0
1970,⚜Postcard Lovely⚜Walk MGH⚜Sanitized⚜Dogs OK⚜Luxury,Beacon Hill,42.35893,-71.06908,Entire home/apt,259,32,0,365,0
1971,Perfect Modern Renovated Private Suite!,Roxbury,42.31698,-71.09315,Entire home/apt,98,2,59,83,0
1972,Luxury Fully Furnished Apt in Bostons Chinatown,Chinatown,42.35095,-71.06108,Entire home/apt,230,91,1,339,0
1973,Beautiful 1BR in Boston Close to Hospitals,Downtown,42.35329,-71.06044,Entire home/apt,230,91,4,348,0
1974,Upscale 2BR Apartment | Downtown Boston,Chinatown,42.35111,-71.06056,Entire home/apt,369,91,1,358,0
1975,Spacious Furnished 2BR Apt in Bostons Chinatown,Downtown,42.35314,-71.06156,Entire home/apt,394,91,0,357,0
1976,Downtown Boson | Lavish | One Bedroom Apartment,Downtown,42.35316,-71.05996,Entire home/apt,230,91,0,362,0
1977,Spacious Furnished 1BR Apt in Bostons Chinatown,Chinatown,42.35143,-71.06158,Entire home/apt,305,91,0,343,0
1978,Two Bedroom Apartment in Downtown Boston,Chinatown,42.35143,-71.06153,Entire home/apt,394,91,1,357,0
1979,Lovely Boston Back Bay/BV Townhouse  Heart of City,Bay Village,42.34991,-71.0674,Entire home/apt,166,91,0,360,0
1980,Cozy Bedroom for you!,Charlestown,42.38318,-71.07211,Private room,199,3,0,365,1
1981,MODERN DOWNTOWN STUDIO,Downtown,42.35055,-71.06486,Entire home/apt,131,91,0,361,0
1982,"Crisp Downtown Studio w/ W/D, Doorman, nr. Green Line, by Blueground",Downtown,42.35102,-71.06356,Entire home/apt,150,91,0,229,0
1983,Historic Brownstone with Modern Amenities.,Roxbury,42.32875,-71.09575,Entire home/apt,99,29,59,292,0
1984,Bright 1 BR | Washer/D | Gym | Boston | GLS,Downtown,42.35275,-71.06199,Entire home/apt,265,29,0,365,0
1985,Luxury 1 BR | WiFi | Washer/D | Boston | GLS,Downtown,42.35302,-71.06179,Entire home/apt,265,29,1,365,0
1986,Spacious 1 BR | Laundry | WiFi | Full Kitchen |GLS,Chinatown,42.35147,-71.06019,Entire home/apt,265,29,0,365,0
1987,Modern 1 BR | Full kitchen | GYM | Washer/D | GLS,Chinatown,42.35135,-71.0613,Entire home/apt,265,29,0,365,0
1988,Brand New 1 BR | Full Kitchen | GYM | Washer/D,Downtown,42.35318,-71.06193,Entire home/apt,265,29,0,365,0
1989,Spacious 1 BR | Full Kitchen | GYM | Washer/D |GLS,Downtown,42.35324,-71.06059,Entire home/apt,265,2,0,86,0
1990,Exclusive 1 BR | GYM | Full Kitchen | Washer\D|GLS,Downtown,42.35337,-71.06181,Entire home/apt,265,29,0,365,0
1991,Luxury 1 BR | Full kitchen | GYM | Washer/D | GLS,Chinatown,42.3518,-71.0617,Entire home/apt,265,29,0,365,0
1992,Brand New 1 BR | Full Kitchen | GYM |Washer/D |GLS,Chinatown,42.3512,-71.06109,Entire home/apt,265,29,0,365,0
1993,Luxury 2BR | Full Kitchen | GYM | Boston | GLS,Downtown,42.35318,-71.06156,Entire home/apt,369,29,0,365,0
1994,Spacious 2BR | Full Kitchen | GYM | BOSTON | GLS,Downtown,42.35291,-71.06162,Entire home/apt,369,29,0,365,0
1995,Exclusive 2BR | Furnished | Gym | Boston | GLS,Chinatown,42.35131,-71.06037,Entire home/apt,369,29,0,365,0
1996,"""Best of Boston 7/21"" 45 ft yacht in Boston Harbor",Charlestown,42.37669,-71.04971,Entire home/apt,320,1,43,246,0
1997,Bright 2BR | Furnished | Washer/D | Boston | GLS,Downtown,42.35342,-71.06166,Entire home/apt,369,29,0,365,0
1998,Magnificent 2BR | Full Kitchen | Gym | Boston |GLS,Chinatown,42.35115,-71.0614,Entire home/apt,369,29,0,365,0
1999,Spacious Studio | Furnished | Gym | Boston | GLS,Chinatown,42.35117,-71.06135,Entire home/apt,190,29,0,361,0
2000,Pvt. Bedroom + BA | Flexible Housing | 33 #2A,Roxbury,42.32893,-71.09169,Private room,60,30,1,45,1
2001,Brand New Studio | Furnished | Washer/D | Boston,Downtown,42.35323,-71.06183,Entire home/apt,245,29,0,365,0
2002,Bright Studio | Kitchen | Washer/D | Boston | GLS,Chinatown,42.35134,-71.06023,Entire home/apt,245,29,0,365,0
2003,Luxury Studio | Kitchen | Gym | Washer/D | Boston,Downtown,42.3526,-71.062,Entire home/apt,245,5,2,74,0
2004,Bright Studio | furnished | Gym | Boston | GLS,Downtown,42.35289,-71.06018,Entire home/apt,245,29,0,365,0
2005,Brand New Studio | Kitchen | Washer/D | Boston|GLS,Chinatown,42.35152,-71.06176,Entire home/apt,245,29,0,365,0
2006,Modern Studio | Kitchen | Washer/D | Boston | GLS,Chinatown,42.35198,-71.05971,Entire home/apt,245,29,0,365,0
2007,Luxury Studio | Kitchen | Washer/D | Boston | GLS,Chinatown,42.35167,-71.0598,Entire home/apt,245,29,0,365,0
2008,Luxury 4 bedroom home- available!,Charlestown,42.37482,-71.05763,Entire home/apt,950,29,0,329,0
2009,A place of your own | Studio in Boston,East Boston,42.37101,-71.04377,Entire home/apt,214,91,0,365,0
2010,A place of your own | 1BR in Boston,East Boston,42.37101,-71.04377,Entire home/apt,251,91,0,365,0
2011,South Boston Living with Fully-Funished Rooms,Dorchester,42.32596,-71.05993,Private room,55,91,0,281,1
2012,Bright Back Bay 1BR w/ Gym + W/D + Doorman near Esplanade by Blueground,Back Bay,42.34945,-71.07504,Entire home/apt,237,91,0,276,0
2013,ONE Bedroom in the Back Bay on Commonwealth Ave,Back Bay,42.35155,-71.08738,Entire home/apt,115,33,0,365,0
2014,Brand New 1BR | Full Kitchen| Washer/D | Gym | GLS,Downtown,42.35261,-71.05979,Entire home/apt,265,29,0,365,0
2015,"Li’L Italy, Harbor apartment",North End,42.36509,-71.05137,Entire home/apt,82,29,5,145,0
2016,Modern Style Cozy Private Apt,Roslindale,42.27743,-71.1406,Entire home/apt,99,1,78,74,0
2017,Pvt. Bedroom + BA | Flexible Housing | 33 #2B,Roxbury,42.32981,-71.09388,Private room,60,30,0,0,1
2018,Single Family Retreat Overlooking Jamaica Plain,Jamaica Plain,42.30432,-71.1165,Entire home/apt,505,2,14,52,0
2019,Pvt. Bedroom + BA | Flexible Housing | 33 #2C,Roxbury,42.32924,-71.09283,Private room,60,60,0,179,1
2020,"Short Term Lease or Stay in heart of Boston, MA",Downtown,42.36364,-71.06227,Private room,74,30,0,178,1
2021,Fully-Furnished Room in Prime North End Location,North End,42.36385,-71.0573,Private room,76,91,0,319,1
2022,Beautiful Brownstone in Heart of the Back Bay,Back Bay,42.3523,-71.08539,Entire home/apt,125,91,3,229,0
2023,Furnished Room in Prime South Boston Location,Dorchester,42.32443,-71.05947,Private room,40,91,0,364,1
2024,Cozy Apartment in Historic Beacon Hill Area,Beacon Hill,42.35885,-71.06812,Entire home/apt,225,1,103,125,0
2025,Furnished 1Bedroom with Elevator close to MBTA,Brighton,42.33973,-71.14656,Entire home/apt,119,30,1,352,0
2026,Luxury 2BR 2 BA with balcony and lake view,Mission Hill,42.33086,-71.11302,Entire home/apt,499,29,3,89,0
2027,Clean apartment home | Studio in Boston,Jamaica Plain,42.32935,-71.11149,Entire home/apt,207,91,0,365,0
2028,Deluxe Hotel Room Close to Downtown FREE Parking,Dorchester,42.32624,-71.0601,Private room,149,1,40,0,1
2029,Deluxe Hotel King Room to Downtown FREE Parking,Dorchester,42.32831,-71.06052,Private room,149,1,19,0,1
2030,Deluxe Hotel Room Close to Downtown FREE Parking,Dorchester,42.32621,-71.06041,Private room,149,1,2,0,1
2031,Deluxe Hotel King Room to Downtown FREE Parking,Dorchester,42.32807,-71.06027,Private room,149,1,22,0,1
2032,Deluxe Hotel Room Close to Downtown FREE Parking,Downtown,42.35946,-71.05973,Private room,149,1,47,0,1
2033,Deluxe Hotel Room Close to Downtown FREE Parking,Dorchester,42.32753,-71.05851,Private room,149,1,20,0,1
2034,Pvt. Bedroom + BA | Flexible Housing | 33 #2E,Roxbury,42.32849,-71.09338,Private room,60,60,0,65,1
2035,"Ideal Seaport 1BR  w/ Gym, Pool, W/D, Doorman, by Blueground",South Boston Waterfront,42.34799,-71.04497,Entire home/apt,241,91,0,236,0
2036,"Lovely Seaport 1BR w/ Gym, Pool, W/D, near ICA, by Blueground(281)",South Boston Waterfront,42.34797,-71.04563,Entire home/apt,284,91,0,354,0
2037,"Lovely Seaport 1BR w/ Gym, Pool, W/D, near Fan Pier, by Blueground(280)",South Boston Waterfront,42.34807,-71.04433,Entire home/apt,239,91,0,290,0
2038,NONE SMOKING ROOM K:Spacious & SUPER SAFE & QUIET,Dorchester,42.28658,-71.05386,Private room,55,29,4,0,1
2039,Non smoking Room S:Specious Super Safe QuietClean,Dorchester,42.28583,-71.05558,Private room,45,29,9,49,1
2040,Ultra Comfy Modern in the Center of the South End,South End,42.3423,-71.07443,Entire home/apt,115,29,1,261,0
2041,Pvt. Bedroom + BA | Flexible Housing | 33 #2D,Roxbury,42.32819,-71.0934,Private room,60,30,0,176,1
2042,Pvt. Bedroom + BA | Flexible Housing | 33 #2F,Roxbury,42.32865,-71.09197,Private room,60,30,2,160,1
2043,Clean & Modern Apt Close to Public Transportation,Jamaica Plain,42.31768,-71.10568,Entire home/apt,120,29,0,77,0
2044,Furnished 1Bedroom with Elevator close to MBTA,Brighton,42.34069,-71.14668,Entire home/apt,121,30,0,352,0
2045,Pvt. Bedroom | Co-Live by Thatch | 33 #1B,Roxbury,42.32828,-71.09319,Private room,60,60,0,179,1
2046,Stylish 2-bedroom JP Pondside Pad,Jamaica Plain,42.31677,-71.11427,Entire home/apt,195,3,4,0,0
2047,"Cozy Downtown Studio w/ W/D, Doorman, nr. Boston Common. by  Blueground",Downtown,42.35114,-71.06334,Entire home/apt,154,91,0,264,0
2048,"Practical Seaport 1BR w/ Gym, Pool, W/D, Doorman, by Blueground",South Boston Waterfront,42.35016,-71.0456,Entire home/apt,226,91,0,334,0
2049,"Gorgeous Seaport 1BR w/ Gym, Pool, W/D, Doorman, by Blueground",South Boston Waterfront,42.35008,-71.04413,Entire home/apt,230,91,0,291,0
2050,Tasteful Luxury space minutes from EVERYTHING.,Roxbury,42.33056,-71.07078,Entire home/apt,175,3,18,329,0
2051,Cozy Studio,Brighton,42.34256,-71.15612,Entire home/apt,48,91,1,208,0
2052,Pvt. Bedroom | Co-Live by Thatch | 33 #1C,Roxbury,42.32834,-71.09172,Private room,60,29,0,165,1
2053,Spacious South End 2BR | Kitchen | Work Desk | GLS,South End,42.34567,-71.06278,Entire home/apt,199,30,0,150,0
2054,Stylish 2BR Apt| Pool  | Gym | Boston | Ink Block,South End,42.34464,-71.0631,Entire home/apt,293,29,0,356,0
2055,Modern 1BR Apt | Pool & Gym | Near Hospitals,South End,42.34497,-71.0621,Entire home/apt,261,29,0,365,0
2056,A place of your own | 1BR in Boston,East Boston,42.37101,-71.04377,Entire home/apt,240,91,0,365,0
2057,A place of your own | Studio in Boston,East Boston,42.37101,-71.04377,Entire home/apt,211,91,0,364,0
2058,A place of your own | 1BR in Boston,East Boston,42.37101,-71.04377,Entire home/apt,233,91,0,365,0
2059,A place of your own | Studio in Boston,East Boston,42.37101,-71.04377,Entire home/apt,202,91,0,365,0
2060,A place of your own | Studio in Boston,East Boston,42.37101,-71.04377,Entire home/apt,217,91,0,365,0
2061,Jamaica Plain Oasis,Jamaica Plain,42.30723,-71.11324,Entire home/apt,82,30,3,31,0
2062,Fenway Studio w/sleeping alcove walk to hospitals!,Fenway,42.34562,-71.09479,Entire home/apt,95,32,1,364,0
2063,Cozy apartment in the lively heart of Boston,North End,42.36524,-71.05602,Entire home/apt,120,1,11,44,0
2064,2 Bd (1 bed Split) Next Prudential/Northeastern,Fenway,42.34579,-71.08918,Entire home/apt,75,91,0,0,0
2065,3 Bed 1.5 Bath - Longwood Medical Area / NEU,Mission Hill,42.33163,-71.0995,Entire home/apt,140,29,0,0,0
2066,1BR STEAL in Boston’s North End (Little Italy),North End,42.36469,-71.05545,Entire home/apt,75,91,1,0,0
2067,Fully Equipped Boston Private Bedroom with 2 beds,Mission Hill,42.33338,-71.11149,Private room,65,1,92,38,1
2068,FOUND Boston Common - Bed in a Shared Quad Room,Bay Village,42.3502,-71.06754,Shared room,54,1,200,348,2
2069,FOUND Boston Common - Standard Full Room,Bay Village,42.34964,-71.06768,Private room,125,1,259,359,1
2070,FOUND Boston Common - Queen Room,Downtown,42.34887,-71.06596,Private room,133,1,294,361,1
2071,FOUND Boston Common - Double Queen Room,Downtown,42.34935,-71.06535,Private room,156,1,223,345,1
2072,"(F) Cozy & comfortable room near Harvard, MIT & BU",Allston,42.35882,-71.12831,Private room,70,91,1,136,1
2073,"(H) Cozy bedroom near Harvard, MIT & BU",Allston,42.35681,-71.12865,Private room,70,91,1,136,1
2074,"(I) Cozy room near Harvard, MIT, BU & prime diners",Allston,42.35907,-71.1301,Private room,70,91,2,94,1
2075,Modern condo w/ sauna & private deck by the ocean,East Boston,42.36682,-71.02931,Entire home/apt,200,3,40,57,0
2076,"Crisp Seaport Studio w/ Doorman, Pool, Gym, near ICA, by Blueground",South Boston Waterfront,42.34988,-71.04585,Entire home/apt,196,91,0,319,0
2077,FOUND Boston Common - Single Room,Downtown,42.34918,-71.06547,Private room,106,1,258,357,1
2078,Large Loft Steps From Boston Common | Short Stays,Downtown,42.35542,-71.062,Entire home/apt,300,1,77,141,0
2079,Luxury Furnished Loft near Park Street Station,Downtown,42.35518,-71.06195,Entire home/apt,210,1,54,109,0
2080,Downtown Luxury | Students Welcome | W/D in unit,Downtown,42.3573,-71.06183,Entire home/apt,422,2,54,145,0
2081,Newly renovated urban oasis | convenient & clean,East Boston,42.37714,-71.03994,Entire home/apt,116,3,77,0,0
2082,Downtown Designer Home| Keyless | W/D in unit,Downtown,42.35656,-71.06022,Entire home/apt,358,1,55,140,0
2083,Luxury Loft | Boston Common | Monthly Discount,Downtown,42.35562,-71.06056,Entire home/apt,279,1,57,134,0
2084,Best of Boston 7/21 Houseboat Boston Harbor Suite2,Charlestown,42.37696,-71.05042,Entire home/apt,240,1,9,353,0
2085,Boston Delight,Jamaica Plain,42.32363,-71.10309,Private room,40,1,4,0,1
2086,Furnished Room Next to The Greatful Dead House,Dorchester,42.31701,-71.0538,Private room,48,91,0,364,1
2087,Beautiful 2 Bedroom near Prudential Center,Fenway,42.34435,-71.08762,Entire home/apt,250,32,0,293,0
2088,Luxury Brownstone Penthouse Duplex,Fenway,42.34163,-71.08367,Entire home/apt,959,3,5,275,0
2089,"Monthly Discounts - Fully Furnished 4br, 2ba Loft!",Downtown,42.35712,-71.06232,Entire home/apt,446,1,50,144,0
2090,Keyless Entry | Laundry in Unit | Pet Friendly,Downtown,42.35727,-71.06153,Entire home/apt,203,1,85,134,0
2091,Centrally Located Luxurious Loft | Walk Anywhere!,Downtown,42.35735,-71.06222,Entire home/apt,347,1,50,156,0
2092,"Monthly Discounts - Furnished Luxury 3br, 2ba Loft",Downtown,42.3558,-71.06206,Entire home/apt,294,1,59,148,0
2093,Pet Friendly | Downtown Boston | Elevator + W/D,Downtown,42.35527,-71.06095,Entire home/apt,203,1,59,159,0
2094,"One Bedroom near Back Bay Fens, Great Views",Fenway,42.34614,-71.08783,Entire home/apt,135,32,1,354,0
2095,"Hip & Sleek 1Bedroom Steps from MGH, MBTA",Beacon Hill,42.36107,-71.06539,Entire home/apt,130,29,3,257,0
2096,"Sleek 1Bedroom in a Classic Boston Brownstone, MGH",Beacon Hill,42.36073,-71.06528,Entire home/apt,130,29,0,253,0
2097,A place of your own | 1BR in Boston,East Boston,42.37101,-71.04377,Entire home/apt,233,91,0,365,0
2098,Private room  near T-Station,Roslindale,42.29309,-71.12205,Private room,33,29,4,261,1
2099,"Private Studio Apt, near MGH and Boston Common",Downtown,42.35814,-71.0616,Entire home/apt,139,2,22,80,0
2100,Modern JP Townhouse w Parking - quiet & convenient,Jamaica Plain,42.30912,-71.11833,Entire home/apt,245,1,29,40,0
2101,Spacious room with private living room near T,Roslindale,42.29156,-71.12194,Private room,38,29,4,178,1
2102,Cozy room in large  apartment,Jamaica Plain,42.30367,-71.11517,Private room,51,91,0,365,1
2103,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,217,91,0,365,0
2104,Live + Work + Stay + Easy | 1BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,225,91,0,365,0
2105,Live + Work + Stay + Easy | 2BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,307,91,0,365,0
2106,Live + Work + Stay + Easy | 2BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,315,91,0,365,0
2107,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,222,91,0,365,0
2108,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,210,91,0,365,0
2109,Live + Work + Stay + Easy | 1BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,236,91,0,365,0
2110,Live + Work + Stay + Easy | 2BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,297,91,0,365,0
2111,Lavishly Designed Home | With Office | Close to T,Downtown,42.35535,-71.06075,Entire home/apt,455,1,56,142,0
2112,200mbps speeds - Laundry - Discounted Long Stays,Downtown,42.35513,-71.06242,Entire home/apt,219,1,74,139,0
2113,"Crisp South End 2BR w/ Doorman, W/D in Unit, by Blueground",South End,42.34379,-71.06401,Entire home/apt,203,91,0,286,0
2114,"Striking Symphony 1BR w/ Doorman, near T Stop & MFA, by Blueground",Fenway,42.3443,-71.08758,Entire home/apt,196,91,0,328,0
2115,"Stunning Symphony 1BR w/ Doorman, near T Stop & MFA, by Blueground",Fenway,42.34408,-71.08633,Entire home/apt,213,91,0,200,0
2116,"Ideal West End 1BR w/ Gym, W/D, walk to MGH & T Stop,  by Blueground",West End,42.36481,-71.0664,Entire home/apt,163,91,0,226,0
2117,"Modern, Unique 1 Bedroom in Downtown Boston",Leather District,42.35116,-71.05873,Entire home/apt,140,32,0,359,0
2118,Stylish 2 bed close to Boston Common,Downtown,42.35337,-71.05861,Entire home/apt,260,32,0,355,0
2119,Luxury 1 Bedroom in Downtown Boston,Downtown,42.35296,-71.05803,Entire home/apt,165,32,0,310,0
2120,Modern Studio | Pool & Gym | East Boston | by GLS,East Boston,42.36665,-71.04111,Entire home/apt,154,4,3,357,0
2121,Luxury Studio | Kitchen + W/D | Steps to Harbor,East Boston,42.36657,-71.03929,Entire home/apt,154,4,1,357,0
2122,Modern 1BR | Desk+WiFi | Fitness Center| E Boston,East Boston,42.36679,-71.03926,Entire home/apt,174,5,4,358,0
2123,Beautiful South End Condo w Private Outdoor Space,South End,42.33965,-71.07956,Entire home/apt,150,29,1,96,0
2124,Tucked-away Home in Boston’s Historic Charlestown,Charlestown,42.38063,-71.07014,Entire home/apt,400,2,30,0,0
2125,Luxury 2 bedroom on top floor with roof deck,South End,42.34054,-71.06665,Entire home/apt,120,91,0,0,0
2126,A home you will love | 1 BR in Boston,South End,42.34518,-71.06511,Entire home/apt,249,91,0,365,0
2127,A home you will love | Studio in Boston,South End,42.34518,-71.06511,Entire home/apt,229,91,0,365,0
2128,Clean apartment home | 1BR in Boston,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,284,92,0,365,0
2129,"The Verb Hotel, King Bed next to Fenway Park",Fenway,42.34546,-71.09699,Private room,117,1,60,23,1
2130,100 Pier 4,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,277,92,0,365,0
2131,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,213,91,0,365,0
2132,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,217,91,0,365,0
2133,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,213,91,0,365,0
2134,Live + Work + Stay + Easy | 2BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,298,91,0,365,0
2135,Live + Work + Stay + Easy | 1BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,232,91,0,365,0
2136,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,211,91,0,365,0
2137,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,218,91,0,365,0
2138,Live + Work + Stay + Easy | 2BR in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,287,91,0,365,0
2139,Modern 1 Bedroom Downtown! Monthly Special!,North End,42.36564,-71.05251,Entire home/apt,10,29,3,364,0
2140,Pvt. Bedroom | Co-Live by Thatch | 33 #1E,Roxbury,42.32854,-71.09378,Private room,60,30,0,101,1
2141,Great public transportation to tour all of Boston!,Dorchester,42.30736,-71.06375,Entire home/apt,150,3,27,54,0
2142,Meticulous 1 BR in the Heart of Back Bay,Back Bay,42.35026,-71.08765,Entire home/apt,125,91,0,89,0
2143,"Large room in Jamaica Plain, plenty natural light",Jamaica Plain,42.32128,-71.10541,Private room,45,92,0,0,1
2144,1 Bedroom City Bungalow close to Downtown Boston,East Boston,42.38109,-71.03078,Entire home/apt,149,2,3,0,0
2145,A place of your own | Studio in Boston,East Boston,42.37101,-71.04377,Entire home/apt,201,91,0,365,0
2146,Live + Work + Stay + Easy | Studio in Boston,Dorchester,42.32468,-71.06231,Entire home/apt,207,91,0,365,0
2147,Cozy Boston Condo with large private deck,South Boston,42.33555,-71.05357,Entire home/apt,120,60,3,210,0
2148,Loft with Remote Workspace and Peloton Tread!,Dorchester,42.31723,-71.05601,Entire home/apt,300,91,1,327,0
2149,skyline view brick townhouse / top of Fort Hill,Roxbury,42.32652,-71.09293,Entire home/apt,95,90,0,43,0
2150,"Lovely Dorchester Studio w/ W/D, by Savin Hill T, by Blueground",Dorchester,42.31041,-71.06003,Entire home/apt,131,91,0,364,0
2151,Stylish 1BR Apt | Pool & Gym | Close to Hospitals,South End,42.34431,-71.06388,Entire home/apt,169,29,0,365,0
2152,Boston's Egleston Sq 2 bdrm condo w/ parking & AC,Jamaica Plain,42.31631,-71.09878,Entire home/apt,249,2,7,230,0
2153,3 BR|2.5 BA Renovated Home w/Parking Top Location!,Bay Village,42.35042,-71.06682,Entire home/apt,375,2,59,91,0
2154,Spacious 1BR Apt | Kitchen | Gym | Pool | Boston,East Boston,42.36641,-71.04095,Entire home/apt,200,15,0,365,0
2155,Stylish Studio Apt | Kitchen | Gym | Pool | Boston,East Boston,42.36543,-71.03935,Entire home/apt,250,29,1,365,0
2156,Brand New Studio Apt | Kitchen | Pool | Gym|Boston,East Boston,42.36697,-71.04078,Entire home/apt,250,15,0,365,0
2157,Stylish Studio Apt | Kitchen | Pool | Gym | Boston,East Boston,42.36661,-71.04118,Entire home/apt,250,15,0,365,0
2158,Brand New Studio | Kitchen | Pool | gym | Boston,East Boston,42.36485,-71.04081,Entire home/apt,250,15,0,365,0
2159,Spacious Studio Apt | Kitchen | Gym | Pool |Washer,East Boston,42.3668,-71.04106,Entire home/apt,250,5,1,365,0
2160,Waterfront Studio | W/D | Pool & Gym | East Boston,East Boston,42.36615,-71.03953,Entire home/apt,154,4,24,357,0
